Outdoor Drybulb Temperature [C],Outdoor Relative Humidity [%],Diffuse Solar Radiation [W/m2],Direct Solar Radiation [W/m2],6h Prediction Outdoor Drybulb Temperature [C],12h Prediction Outdoor Drybulb Temperature [C],24h Prediction Outdoor Drybulb Temperature [C],6h Prediction Outdoor Relative Humidity [%],12h Prediction Outdoor Relative Humidity [%],24h Prediction Outdoor Relative Humidity [%],6h Prediction Diffuse Solar Radiation [W/m2],12h Prediction Diffuse Solar Radiation [W/m2],24h Prediction Diffuse Solar Radiation [W/m2],6h Prediction Direct Solar Radiation [W/m2],12h Prediction Direct Solar Radiation [W/m2],24h Prediction Direct Solar Radiation [W/m2]
22.64,67.88,258.25,571.12,26.66,20.84,25.17,59.41,85.25,61.53,158.24,0.00,234.65,651.99,0.00,577.77
23.95,61.75,312.38,561.38,26.11,20.99,28.88,61.66,79.60,46.57,90.83,-0.00,334.38,632.44,-0.00,643.12
25.02,62.25,333.62,581.81,25.13,19.65,29.32,66.54,86.10,44.52,53.66,0.00,319.83,412.98,0.00,610.75
25.84,61.75,337.19,562.06,24.12,18.84,29.45,71.56,90.88,45.13,8.71,0.00,318.68,31.46,-0.00,545.18
26.41,57.25,285.19,595.56,23.09,18.70,30.48,76.82,91.12,43.20,0.00,0.00,261.47,0.00,0.00,614.83
26.66,56.88,249.50,569.81,22.27,18.48,30.48,78.53,95.41,44.74,-0.00,0.00,198.05,-0.00,-0.00,605.21
26.57,59.88,157.00,646.88,21.11,18.26,32.41,83.69,94.95,39.68,0.00,0.00,161.21,0.00,-0.00,696.91
26.12,61.62,90.88,632.81,20.73,19.23,32.13,81.18,86.65,40.41,-0.00,-0.00,107.05,-0.00,0.00,650.50
25.27,65.75,54.31,418.00,19.68,19.35,29.14,85.92,85.07,48.55,0.00,25.63,53.51,0.00,87.48,363.00
24.09,71.75,8.69,31.38,19.07,20.79,27.57,89.44,75.15,53.08,-0.00,79.37,8.16,-0.00,475.08,26.72
23.04,77.12,0.00,0.00,18.90,21.69,28.21,89.87,73.69,52.68,-0.00,116.73,0.00,0.00,576.95,0.00
22.20,79.00,0.00,0.00,18.73,23.59,26.00,93.76,67.62,61.64,-0.00,184.05,-0.00,-0.00,576.23,-0.00
21.34,82.12,0.00,0.00,18.57,25.65,24.63,92.91,59.58,64.92,0.00,243.20,0.00,0.00,598.82,0.00
20.50,82.75,0.00,0.00,19.00,28.32,25.34,88.13,48.60,58.98,0.00,322.00,-0.00,-0.00,619.31,-0.00
19.70,85.75,0.00,0.00,19.16,29.26,22.73,86.29,44.70,72.45,25.29,318.57,0.00,86.30,608.35,0.00
19.27,88.00,0.00,0.00,20.49,29.90,22.78,76.82,43.75,71.40,77.75,329.71,0.00,465.35,564.06,-0.00
19.07,88.62,0.00,0.00,21.97,30.78,21.19,72.29,42.29,80.13,119.15,267.48,0.00,588.88,628.97,0.00
18.94,92.12,0.00,0.00,23.91,31.00,18.89,66.12,43.18,93.02,188.53,206.09,0.00,590.24,629.76,-0.00
18.84,90.88,0.00,0.00,25.89,31.93,20.20,58.60,41.15,82.52,247.47,156.01,-0.00,609.35,674.42,0.00
18.80,89.62,0.00,0.00,28.04,31.52,18.19,49.61,42.33,94.51,315.81,102.77,-0.00,607.40,624.53,0.00
18.99,87.50,24.94,85.12,29.23,29.59,18.76,44.79,47.09,92.67,317.94,55.35,26.09,607.14,375.47,62.59
20.23,78.50,76.12,455.62,30.13,28.14,18.83,43.07,51.10,97.28,335.23,8.52,85.45,573.50,27.89,314.62
22.21,70.88,121.56,600.81,30.94,27.80,21.87,41.84,54.34,84.41,270.49,0.00,157.00,636.05,0.00,492.48
24.19,64.62,193.00,604.25,31.26,26.16,22.88,42.40,60.95,82.24,210.10,-0.00,195.30,642.04,-0.00,548.79
26.09,57.62,251.75,619.88,31.69,24.93,24.61,41.89,63.58,69.41,153.41,0.00,238.00,663.18,0.00,597.72
27.80,50.62,309.62,595.50,31.22,24.70,26.75,43.29,61.93,55.33,100.64,-0.00,288.23,611.54,-0.00,640.42
29.21,44.88,317.31,605.94,29.82,22.88,27.91,46.35,71.73,49.29,56.27,0.00,326.30,381.70,0.00,624.74
30.32,42.38,340.75,582.94,28.42,22.36,28.77,50.11,73.64,45.22,8.70,0.00,356.03,28.47,-0.00,589.92
31.07,41.38,273.50,643.12,27.59,21.08,30.07,55.17,80.76,41.48,0.00,-0.00,321.83,0.00,0.00,643.25
31.49,41.62,214.12,654.31,26.24,19.58,29.88,60.60,88.82,41.93,-0.00,-0.00,253.84,-0.00,-0.00,609.44
31.48,42.62,150.81,651.94,25.08,19.90,30.43,62.92,84.38,39.11,0.00,0.00,203.42,0.00,-0.00,586.89
30.96,44.25,98.50,598.56,24.38,18.69,28.89,63.41,91.38,44.12,-0.00,-0.00,143.08,-0.00,-0.00,426.88
30.01,45.62,57.19,387.94,22.95,18.95,27.96,71.36,91.46,47.00,0.00,26.45,75.11,0.00,63.45,268.99
28.66,49.12,8.88,29.06,22.16,19.48,26.06,74.76,93.20,52.52,-0.00,89.76,9.68,-0.00,330.47,19.11
27.41,56.00,0.00,0.00,21.03,21.73,24.06,81.07,85.26,62.28,0.00,155.47,0.00,0.00,487.68,0.00
26.31,60.25,0.00,0.00,19.93,23.08,23.79,86.72,81.12,64.70,0.00,198.12,-0.00,-0.00,556.70,-0.00
25.21,62.25,0.00,0.00,19.75,24.73,23.18,85.32,68.83,64.43,-0.00,240.06,0.00,0.00,602.89,0.00
24.11,64.88,0.00,0.00,18.94,26.50,21.68,89.81,56.36,69.39,-0.00,283.27,-0.00,-0.00,629.40,-0.00
23.01,71.00,0.00,0.00,19.04,27.69,19.93,90.85,50.08,79.54,26.63,321.34,0.00,63.88,615.24,0.00
21.98,75.88,0.00,0.00,19.80,28.58,21.65,91.16,45.86,69.90,91.91,351.27,-0.00,338.39,582.02,-0.00
20.98,81.38,0.00,0.00,21.66,29.52,20.28,85.69,43.24,76.23,154.71,310.17,0.00,485.28,619.94,0.00
20.23,84.62,0.00,0.00,23.18,29.59,20.49,80.56,42.84,76.14,199.53,248.77,0.00,560.66,597.25,-0.00
19.62,86.25,0.00,0.00,24.79,29.80,19.87,68.54,41.06,81.66,241.09,194.99,-0.00,605.47,562.57,-0.00
19.15,88.25,0.00,0.00,26.38,28.77,18.34,56.87,44.50,89.40,280.79,141.88,-0.00,623.89,423.31,-0.00
19.12,90.25,26.81,64.31,27.58,27.83,19.71,50.48,47.44,82.26,318.86,74.43,34.96,610.50,266.55,30.22
20.07,89.12,94.06,346.31,28.48,26.28,20.25,46.18,51.70,78.88,348.88,9.84,128.84,578.07,19.43,179.79
21.60,86.12,153.94,482.88,29.24,24.71,20.25,44.12,59.64,78.25,304.33,0.00,178.20,608.28,0.00,297.75
23.26,80.00,200.94,564.62,29.45,24.04,21.99,43.29,63.60,72.29,246.23,-0.00,241.48,591.15,-0.00,373.92
24.84,68.25,242.12,608.06,29.48,23.23,24.59,42.03,64.22,59.93,190.78,0.00,276.14,550.41,0.00,518.48
26.27,57.38,278.31,618.38,28.71,21.99,26.13,44.69,67.95,53.08,141.29,-0.00,289.73,421.53,-0.00,567.07
27.49,50.88,316.38,605.75,27.77,20.63,26.52,47.66,75.96,50.67,74.09,0.00,291.27,265.34,0.00,530.43
28.40,46.50,346.50,574.12,26.39,21.07,28.09,51.29,73.07,46.07,9.92,0.00,286.06,19.59,-0.00,574.01
29.01,45.00,298.50,596.62,25.03,20.10,30.30,58.32,77.24,40.44,0.00,-0.00,293.93,0.00,0.00,629.51
29.32,43.75,243.69,585.06,24.16,19.98,31.17,63.05,79.13,38.43,-0.00,0.00,277.04,-0.00,-0.00,595.93
29.21,43.00,186.56,538.25,23.25,19.53,30.37,64.11,83.77,42.20,0.00,-0.00,183.55,0.00,-0.00,573.51
28.66,44.88,140.69,419.75,22.14,18.63,28.27,67.22,87.57,50.95,-0.00,-0.00,123.27,-0.00,-0.00,401.48
27.71,47.88,73.75,264.12,20.97,19.34,29.41,74.17,84.57,47.52,0.00,34.07,80.89,0.00,29.45,294.14
26.49,50.88,10.00,19.75,20.78,20.11,26.32,74.66,79.69,58.82,-0.00,127.58,9.44,-0.00,178.02,19.11
25.31,57.00,0.00,0.00,20.01,20.90,25.44,77.74,74.93,62.87,-0.00,187.29,0.00,0.00,312.93,0.00
24.27,62.50,0.00,0.00,19.73,22.59,25.49,80.63,69.39,63.39,-0.00,252.99,-0.00,-0.00,391.74,-0.00
23.27,64.00,0.00,0.00,19.36,24.73,23.13,84.82,59.34,73.63,-0.00,278.98,0.00,0.00,523.80,0.00
22.27,66.50,0.00,0.00,18.78,26.29,22.69,86.66,52.48,72.64,0.00,293.14,-0.00,0.00,573.75,-0.00
21.27,72.38,0.00,0.00,19.15,27.19,21.32,85.72,48.46,78.18,33.63,306.67,0.00,29.07,558.46,0.00
20.53,76.25,0.00,0.00,20.04,28.53,19.66,80.10,44.72,84.44,126.94,295.50,-0.00,177.13,592.94,-0.00
19.93,78.25,0.00,0.00,21.22,29.98,20.25,73.28,41.41,80.16,191.84,287.50,0.00,320.53,615.72,0.00
19.51,82.12,0.00,0.00,22.90,30.57,17.74,67.95,40.21,96.48,258.75,266.17,-0.00,400.65,572.56,0.00
19.21,85.88,0.00,0.00,24.80,30.20,17.88,59.05,42.72,93.86,280.39,181.37,-0.00,526.46,566.69,0.00
18.91,85.75,0.00,0.00,26.37,28.94,16.68,52.18,48.72,101.68,294.85,129.79,0.00,577.10,422.71,-0.00
18.99,86.88,33.19,28.69,27.52,28.99,17.59,47.36,49.01,91.17,314.36,78.63,30.88,572.48,285.94,81.22
19.98,80.50,126.31,176.25,28.74,26.88,19.90,44.05,56.66,75.82,300.22,9.84,97.84,602.41,19.93,506.91
21.50,71.62,196.38,328.12,29.82,25.81,21.14,41.89,61.31,71.85,284.28,0.00,80.21,608.83,0.00,786.43
23.16,66.50,264.50,409.56,30.28,25.24,22.36,41.11,64.57,66.34,260.74,-0.00,88.28,560.88,-0.00,836.41
24.86,58.75,281.81,529.12,30.11,23.50,23.67,42.99,71.76,60.87,180.28,0.00,109.54,563.29,0.00,825.03
26.44,51.88,296.56,580.44,29.27,22.67,27.09,47.61,72.76,48.23,133.05,-0.00,150.93,433.32,-0.00,948.27
27.81,46.25,322.06,586.50,28.79,21.42,27.25,49.76,77.65,49.04,77.51,0.00,151.80,281.85,0.00,869.91
28.93,43.38,304.94,611.88,27.15,20.09,27.64,55.58,82.03,50.20,10.05,-0.00,134.65,20.34,-0.00,839.43
29.68,42.38,281.06,601.94,25.99,19.85,29.61,60.53,82.58,45.01,0.00,-0.00,130.11,0.00,0.00,927.66
30.02,42.00,255.31,549.19,25.12,18.25,28.91,65.16,93.18,48.07,-0.00,-0.00,96.93,-0.00,-0.00,852.22
30.04,43.25,179.19,559.88,23.69,18.01,28.14,70.82,93.06,50.32,0.00,-0.00,68.81,0.00,-0.00,779.14
29.56,46.50,136.31,443.94,22.66,17.18,27.59,72.82,98.28,52.85,-0.00,-0.00,52.40,-0.00,-0.00,703.14
28.61,50.50,76.38,277.75,21.47,17.61,27.75,77.38,91.09,52.49,0.00,30.91,42.63,0.00,81.30,513.01
27.39,54.50,10.25,20.75,20.30,19.34,26.75,80.82,79.10,55.21,-0.00,94.23,8.59,-0.00,488.20,39.85
26.15,59.75,0.00,0.00,19.65,20.94,24.92,83.79,72.92,65.66,-0.00,79.07,0.00,0.00,775.31,0.00
25.01,65.75,0.00,0.00,18.51,22.53,25.23,91.53,65.54,62.42,0.00,89.39,-0.00,-0.00,846.92,-0.00
23.85,69.88,0.00,0.00,18.07,24.11,24.21,92.65,59.06,65.02,-0.00,113.24,0.00,0.00,852.89,0.00
22.65,72.88,0.00,0.00,17.43,26.60,22.11,96.58,50.05,75.96,0.00,145.97,-0.00,-0.00,917.08,-0.00
21.51,77.12,0.00,0.00,17.61,27.39,20.33,91.04,48.58,86.89,30.93,153.28,-0.00,81.34,878.36,0.00
20.48,79.62,0.00,0.00,19.06,28.12,19.99,80.74,48.60,86.17,92.43,139.58,-0.00,478.85,870.12,-0.00
19.48,85.00,0.00,0.00,20.84,29.40,21.88,73.46,45.70,74.64,78.51,128.25,-0.00,769.75,914.36,0.00
18.73,89.88,0.00,0.00,22.62,29.23,21.26,65.15,47.04,78.52,89.95,99.21,0.00,852.18,872.33,-0.00
18.12,92.25,0.00,0.00,24.33,28.80,19.55,58.16,48.16,87.28,115.09,72.37,-0.00,866.82,819.51,0.00
17.65,94.88,0.00,0.00,26.35,28.22,20.63,50.97,50.67,82.55,143.48,54.98,-0.00,901.48,737.76,0.00
17.62,91.00,30.94,81.38,27.45,27.75,19.27,48.35,52.50,97.02,154.01,42.62,31.89,882.59,512.97,28.89
18.82,82.38,90.62,469.50,28.36,26.52,20.68,47.80,56.17,88.67,142.04,8.45,126.58,885.46,39.20,144.48
20.75,74.00,77.94,764.19,29.30,25.04,23.72,46.04,65.14,70.47,127.31,0.00,266.95,907.71,0.00,172.96
22.69,64.75,90.50,857.44,29.38,24.72,24.20,46.52,64.90,70.83,100.36,-0.00,321.75,882.38,-0.00,256.44
24.52,57.25,116.94,880.75,29.13,23.76,25.12,47.08,67.26,65.09,74.16,0.00,351.22,839.69,0.00,330.82
26.14,51.88,141.00,885.88,28.53,22.28,27.25,49.59,75.04,56.62,56.27,-0.00,403.52,755.07,-0.00,375.42
27.51,48.12,154.75,886.81,27.75,20.96,28.80,52.50,83.32,51.67,42.62,-0.00,385.72,512.96,0.00,502.84
28.56,47.00,144.50,900.81,26.40,20.52,28.27,56.64,83.15,53.60,8.38,0.00,314.02,38.88,-0.00,506.74
29.21,46.38,126.38,901.06,25.09,21.24,29.21,64.88,78.38,51.66,0.00,0.00,269.79,0.00,0.00,538.13
29.52,46.00,101.50,892.44,24.46,20.80,29.85,66.14,81.26,50.97,-0.00,-0.00,254.10,-0.00,0.00,478.23
29.41,46.00,75.94,859.88,23.53,19.88,31.89,68.38,85.33,44.49,0.00,-0.00,239.92,0.00,0.00,484.39
28.80,48.50,57.56,772.38,22.37,20.29,29.12,74.58,84.65,53.16,-0.00,-0.00,145.00,-0.00,0.00,335.19
27.75,52.50,42.62,512.94,21.27,19.70,29.60,81.54,94.26,48.81,-0.00,32.92,69.17,0.00,29.82,337.53
26.30,57.12,8.31,38.56,20.78,20.89,27.95,81.63,87.39,52.78,-0.00,128.51,10.07,-0.00,146.68,25.43
25.14,64.62,0.00,0.00,20.92,23.08,26.25,80.25,74.05,64.24,-0.00,255.69,0.00,0.00,165.67,0.00
24.24,67.38,0.00,0.00,20.58,24.09,26.41,82.63,71.36,64.34,0.00,319.44,-0.00,-0.00,254.60,-0.00
23.34,69.50,0.00,0.00,20.04,25.34,26.78,84.36,64.11,60.96,0.00,356.89,0.00,-0.00,336.16,0.00
22.44,74.12,0.00,0.00,20.13,27.11,25.36,85.70,57.18,66.70,0.00,399.64,-0.00,-0.00,371.80,-0.00
21.54,79.75,0.00,0.00,19.91,28.52,26.40,92.88,52.77,60.24,33.43,378.11,0.00,30.29,492.92,0.00
21.01,80.12,0.00,0.00,20.99,28.85,23.93,86.76,51.55,69.44,129.48,328.20,-0.00,147.78,529.62,-0.00
20.65,82.12,0.00,0.00,22.76,29.74,24.75,75.83,49.83,66.79,250.07,280.92,-0.00,162.03,560.35,0.00
20.38,84.00,0.00,0.00,24.04,30.29,24.68,71.62,49.49,68.58,318.28,262.49,-0.00,253.67,494.02,-0.00
20.18,83.38,0.00,0.00,25.45,31.29,24.82,63.61,46.55,68.70,359.73,230.52,-0.00,338.83,465.42,0.00
19.98,86.75,0.00,0.00,27.04,29.71,25.21,57.47,51.08,67.12,397.69,151.72,-0.00,370.00,350.72,0.00
20.09,91.50,33.94,30.75,28.37,29.49,23.03,53.33,49.22,80.46,374.31,68.61,18.09,487.96,334.83,16.23
21.08,86.12,130.44,148.88,29.14,28.08,24.21,50.53,52.33,75.82,335.29,10.16,75.06,541.06,25.65,66.98
22.48,77.62,244.44,158.38,30.01,26.84,24.36,48.92,61.75,83.52,286.49,0.00,69.71,571.45,0.00,5.45
24.00,71.88,317.12,252.75,30.50,26.63,25.63,48.74,63.36,75.62,266.69,-0.00,105.38,501.91,-0.00,0.00
25.54,63.12,362.56,341.50,31.00,26.53,26.75,47.59,62.11,65.34,225.82,0.00,94.63,455.93,0.00,0.60
26.98,57.75,395.75,368.19,30.01,25.58,26.72,50.04,65.66,68.15,155.08,-0.00,210.15,358.48,-0.00,39.26
28.25,53.88,370.50,483.00,29.43,25.82,28.09,49.42,62.93,63.24,68.34,0.00,449.68,333.47,0.00,165.19
29.39,49.50,342.38,552.50,28.14,24.44,28.20,52.11,67.09,64.24,10.21,-0.00,424.62,25.77,-0.00,106.66
30.24,48.00,292.06,582.56,27.14,24.71,28.71,60.50,66.95,65.08,0.00,0.00,389.87,0.00,0.00,196.40
30.69,48.00,270.88,509.81,26.74,24.58,30.78,62.87,69.10,58.42,-0.00,0.00,369.44,-0.00,-0.00,264.00
30.74,48.62,221.12,446.44,26.40,24.57,31.83,62.68,69.98,53.92,0.00,-0.00,277.18,0.00,-0.00,409.40
30.26,49.00,158.44,366.25,25.69,24.74,31.15,65.14,69.56,56.30,-0.00,0.00,120.98,-0.00,0.00,624.83
29.38,49.62,68.06,332.12,25.54,23.72,31.92,64.28,76.85,52.47,0.00,19.07,59.60,0.00,17.11,620.95
28.19,51.88,10.25,25.88,24.69,24.70,30.72,65.92,73.35,56.57,-0.00,77.88,20.12,-0.00,69.49,212.36
27.39,59.25,0.00,0.00,24.69,25.00,30.52,67.04,80.01,58.74,-0.00,73.23,0.00,0.00,5.72,0.00
26.83,62.38,0.00,0.00,24.52,25.71,29.64,69.36,75.18,65.96,-0.00,106.00,0.00,-0.00,0.00,0.00
26.29,63.25,0.00,0.00,24.45,26.31,27.61,70.61,67.54,76.81,-0.00,91.81,-0.00,0.00,0.58,-0.00
25.79,64.62,0.00,0.00,24.50,26.39,27.86,70.78,69.83,74.33,0.00,205.45,0.00,0.00,38.38,0.00
25.29,65.62,0.00,0.00,24.06,27.66,26.85,75.05,65.31,78.44,19.57,436.65,-0.00,17.56,160.41,-0.00
24.91,64.75,0.00,0.00,24.94,28.37,25.56,72.12,63.49,83.27,79.28,429.78,0.00,70.74,107.95,0.00
24.68,67.12,0.00,0.00,25.32,29.13,25.28,78.25,63.23,83.41,74.99,402.37,-0.00,5.86,202.70,-0.00
24.48,69.62,0.00,0.00,25.76,30.55,25.68,74.97,59.40,80.95,106.31,363.63,0.00,0.00,259.85,-0.00
24.34,71.25,0.00,0.00,26.09,31.32,25.97,68.65,56.02,79.29,90.41,267.84,-0.00,0.57,395.61,0.00
24.30,72.00,0.00,0.00,26.23,31.14,24.15,70.66,56.34,89.45,203.10,120.90,-0.00,37.94,624.39,-0.00
24.36,73.25,20.06,18.00,27.44,31.48,25.07,66.34,54.23,86.73,430.13,57.83,41.79,158.01,602.54,103.32
25.15,70.88,80.69,72.00,28.45,30.64,26.74,63.12,56.91,78.59,432.36,20.00,97.03,108.60,211.12,598.59
25.60,76.50,76.75,6.00,29.34,30.18,27.28,62.31,60.24,82.55,408.63,0.00,91.14,205.85,0.00,823.60
25.79,74.75,106.62,0.00,30.44,29.39,28.86,59.89,67.17,79.73,360.72,0.00,169.15,257.77,0.00,781.38
25.90,69.75,89.00,0.56,31.07,28.05,30.83,57.07,74.53,65.97,263.17,-0.00,327.61,388.71,-0.00,468.19
26.09,71.50,200.75,37.50,31.13,27.81,32.22,56.36,74.61,56.87,120.85,0.00,331.25,624.16,0.00,120.25
27.26,67.38,423.62,155.62,31.26,26.96,31.31,55.12,77.85,59.57,56.94,-0.00,120.67,593.33,-0.00,7.33
28.52,62.75,434.94,109.25,30.60,25.98,29.72,57.08,80.95,66.30,19.94,0.00,134.22,210.50,0.00,0.78
29.52,61.38,414.88,209.00,30.01,25.45,27.85,61.00,82.46,78.21,0.00,0.00,127.67,0.00,-0.00,76.16
30.34,60.38,357.81,255.69,29.27,25.35,27.61,67.78,82.91,79.99,0.00,0.00,294.93,0.00,0.00,309.58
30.85,58.12,258.50,381.81,28.27,25.29,29.12,73.39,83.58,69.74,-0.00,-0.00,273.13,-0.00,-0.00,137.69
31.13,56.38,120.81,623.94,27.78,24.23,28.99,74.74,88.91,70.36,0.00,-0.00,194.52,0.00,0.00,251.47
31.07,56.00,56.06,584.12,27.01,24.78,29.09,77.55,88.62,68.40,-0.00,40.96,82.49,-0.00,101.26,387.07
30.56,57.25,19.88,209.88,26.18,26.20,26.62,79.78,81.85,78.47,0.00,93.58,19.92,0.00,577.27,147.17
29.86,61.75,0.00,0.00,25.53,27.36,26.24,81.98,82.09,78.89,-0.00,91.66,0.00,-0.00,828.36,0.00
29.16,68.38,0.00,0.00,25.19,29.05,26.27,83.90,78.68,77.68,0.00,171.51,0.00,-0.00,792.32,0.00
28.46,72.25,0.00,0.00,24.94,30.74,26.15,85.73,66.42,77.17,0.00,325.40,-0.00,0.00,465.04,-0.00
27.76,74.88,0.00,0.00,24.27,31.64,26.00,88.65,59.43,77.78,-0.00,318.60,0.00,-0.00,115.65,0.00
27.06,77.25,0.00,0.00,24.63,30.71,24.57,89.56,62.34,86.44,40.54,115.93,-0.00,100.22,7.04,-0.00
26.36,78.62,0.00,0.00,25.93,29.40,24.35,83.49,67.90,87.47,91.85,131.27,0.00,566.60,0.77,0.00
25.60,81.50,0.00,0.00,27.40,28.05,23.03,81.85,77.11,96.04,91.93,129.59,0.00,830.74,77.30,-0.00
25.05,84.88,0.00,0.00,29.15,28.05,23.84,78.15,77.62,89.53,172.70,304.84,0.00,797.78,319.98,0.00
24.65,87.88,0.00,0.00,30.69,28.92,24.12,66.65,70.75,85.12,324.29,269.41,0.00,463.46,135.82,-0.00
24.31,88.38,0.00,0.00,31.35,28.81,21.91,60.72,71.31,96.30,312.27,192.04,0.00,113.36,248.26,0.00
24.51,90.50,40.12,99.19,30.42,28.71,22.09,63.73,70.39,94.03,113.56,80.34,32.17,6.89,376.98,72.70
25.70,85.12,90.12,555.94,29.24,27.25,23.28,68.70,75.23,89.14,129.79,20.90,94.37,0.76,154.43,410.50
27.43,81.62,92.19,833.12,28.15,26.72,26.14,76.55,76.38,73.72,130.54,0.00,114.10,77.87,0.00,686.79
29.23,77.62,173.88,803.25,28.27,26.40,27.78,76.43,76.97,67.32,309.80,0.00,151.36,325.18,0.00,778.27
30.65,66.88,323.19,461.88,28.82,26.00,28.91,71.25,78.03,61.13,267.55,-0.00,179.50,134.88,-0.00,835.26
31.10,62.00,305.94,111.06,28.72,25.60,30.46,71.78,80.14,53.62,190.80,0.00,267.56,246.66,0.00,741.68
30.16,65.12,111.19,6.75,28.52,24.56,30.49,71.38,86.47,54.68,79.27,-0.00,396.61,371.93,-0.00,159.49
29.10,69.50,128.31,0.75,27.56,24.16,29.47,73.62,88.68,59.98,21.39,0.00,318.70,158.06,0.00,28.80
28.24,76.00,131.50,78.44,26.96,23.27,30.14,75.13,94.46,58.37,0.00,-0.00,357.27,0.00,-0.00,18.16
28.46,75.25,314.75,330.38,26.46,23.46,28.62,76.61,92.07,63.45,0.00,0.00,276.57,0.00,0.00,14.56
28.74,71.75,265.69,133.94,25.92,23.48,28.27,78.45,89.43,61.45,-0.00,0.00,190.71,-0.00,0.00,8.65
28.64,72.25,189.56,245.06,25.40,22.31,29.74,81.32,93.71,52.91,0.00,0.00,106.71,0.00,0.00,0.75
28.35,72.38,78.19,366.88,24.56,22.45,28.13,86.48,91.71,57.10,-0.00,33.06,52.52,-0.00,74.69,0.00
27.83,72.00,21.88,161.69,24.07,23.60,28.04,89.28,87.19,54.60,0.00,96.63,6.03,0.00,420.31,-0.00
27.16,73.88,0.00,0.00,23.39,25.81,25.75,93.67,75.55,65.38,-0.00,111.52,0.00,-0.00,671.27,0.00
26.52,76.25,0.00,0.00,23.27,27.43,26.73,93.35,69.10,61.14,-0.00,147.74,-0.00,0.00,759.66,-0.00
25.86,78.88,0.00,0.00,23.16,28.80,24.13,91.59,61.63,73.93,0.00,178.09,0.00,0.00,828.73,0.00
25.23,82.50,0.00,0.00,22.51,30.38,24.61,92.42,53.94,69.52,0.00,266.03,-0.00,0.00,737.43,-0.00
24.56,86.50,0.00,0.00,22.63,30.76,24.07,90.54,53.65,68.35,33.50,404.71,0.00,75.69,162.74,0.00
23.99,89.88,0.00,0.00,23.76,30.13,22.49,86.22,57.43,75.39,97.75,335.04,-0.00,425.22,30.27,-0.00
23.49,92.88,0.00,0.00,25.64,30.20,22.25,76.46,58.12,77.06,110.23,358.79,-0.00,663.51,18.23,0.00
23.11,94.62,0.00,0.00,27.25,29.23,21.94,69.99,60.92,78.28,145.93,289.73,-0.00,750.36,15.25,0.00
22.88,93.75,0.00,0.00,28.75,28.77,21.64,61.87,59.41,80.87,177.39,197.98,0.00,825.46,8.98,-0.00
22.68,91.12,0.00,0.00,30.33,29.10,21.33,54.09,55.58,79.06,265.27,102.23,0.00,735.31,0.72,-0.00
22.79,89.38,33.94,76.69,30.90,27.91,22.75,53.14,58.05,66.64,408.76,51.70,31.61,164.37,0.00,40.12
23.90,85.25,98.88,430.12,30.45,27.45,23.02,56.16,57.11,66.27,343.21,5.79,117.92,31.01,-0.00,260.08
25.50,77.38,108.94,655.75,30.22,26.00,24.14,58.00,64.25,65.05,359.55,0.00,144.93,18.27,0.00,533.29
27.10,70.88,144.12,741.06,29.53,26.19,27.65,59.65,63.69,52.76,296.30,-0.00,204.85,15.59,-0.00,660.18
28.70,62.12,176.69,822.19,29.02,24.64,28.84,58.40,71.40,49.44,201.61,0.00,271.21,9.15,0.00,619.16
30.30,54.25,264.50,733.19,28.78,24.56,29.36,56.91,69.76,48.46,99.99,-0.00,283.01,0.71,-0.00,562.24
31.02,52.62,412.81,166.00,27.80,24.03,30.40,58.53,68.55,44.20,51.29,0.00,414.99,0.00,0.00,129.70
30.73,54.88,351.38,31.75,27.15,22.98,29.75,58.37,72.94,47.43,5.68,-0.00,397.15,-0.00,0.00,50.21
30.25,57.88,360.31,18.31,26.12,22.55,32.08,63.69,75.47,40.55,0.00,-0.00,450.38,0.00,-0.00,152.14
29.79,58.38,302.88,15.94,25.92,22.18,30.80,64.97,76.95,44.44,-0.00,-0.00,345.94,-0.00,-0.00,324.47
29.23,57.38,205.25,9.31,24.90,21.85,31.91,70.14,79.69,39.36,0.00,-0.00,280.52,0.00,-0.00,388.79
28.50,58.25,97.75,0.69,24.54,21.53,31.85,69.88,77.97,36.83,-0.00,-0.00,158.46,-0.00,-0.00,570.74
27.70,59.00,50.88,0.00,24.01,22.19,28.82,68.65,69.57,43.38,0.00,30.43,63.06,0.00,38.62,429.49
26.90,59.62,5.56,0.00,23.22,22.85,28.32,71.72,67.08,43.82,0.00,116.55,16.93,-0.00,257.07,34.69
26.23,63.12,0.00,0.00,22.70,24.39,28.90,74.67,63.97,44.14,0.00,147.53,0.00,0.00,542.84,0.00
25.69,66.25,0.00,0.00,22.30,27.10,25.99,76.28,55.00,56.57,0.00,197.40,0.00,-0.00,636.15,-0.00
25.12,68.88,0.00,0.00,21.96,28.59,26.66,79.09,50.34,52.31,0.00,266.57,-0.00,-0.00,608.58,0.00
24.52,70.00,0.00,0.00,21.62,29.75,25.74,77.43,47.17,54.84,0.00,291.45,0.00,-0.00,579.00,-0.00
23.99,68.75,0.00,0.00,21.90,30.64,23.84,71.04,43.48,64.00,29.84,422.27,-0.00,37.87,131.97,0.00
23.43,70.50,0.00,0.00,22.77,30.31,23.16,67.48,45.65,64.61,115.87,414.61,0.00,255.56,52.41,-0.00
22.83,73.88,0.00,0.00,24.51,31.38,23.03,63.42,42.77,62.83,148.82,430.09,-0.00,547.61,145.29,0.00
